m,TagName,
"2020-12-01 00:00:00","c","2652"
"2020-12-01 00:00:00","c#","5746"
"2020-12-01 00:00:00","c++","4453"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7835"
"2020-12-01 00:00:00","javascript","16041"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4807"
"2020-12-01 00:00:00","python","22244"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2102"
"2021-01-01 00:00:00","assembly","309"
"2021-01-01 00:00:00","c","2572"
"2021-01-01 00:00:00","c#","6201"
"2021-01-01 00:00:00","c++","4108"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8052"
"2021-01-01 00:00:00","javascript","16898"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4762"
"2021-01-01 00:00:00","python","22914"
"2021-01-01 00:00:00","r","4342"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2322"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2242"
"2021-02-01 00:00:00","c#","5812"
"2021-02-01 00:00:00","c++","4102"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","571"
"2021-02-01 00:00:00","java","7605"
"2021-02-01 00:00:00","javascript","15306"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4381"
"2021-02-01 00:00:00","python","21439"
"2021-02-01 00:00:00","r","4334"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2265"
"2021-03-01 00:00:00","assembly","322"
"2021-03-01 00:00:00","c","2494"
"2021-03-01 00:00:00","c#","6405"
"2021-03-01 00:00:00","c++","4311"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","761"
"2021-03-01 00:00:00","java","8677"
"2021-03-01 00:00:00","javascript","16787"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4768"
"2021-03-01 00:00:00","python","23968"
"2021-03-01 00:00:00","r","5183"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2390"
"2021-04-01 00:00:00","assembly","321"
"2021-04-01 00:00:00","c","2302"
"2021-04-01 00:00:00","c#","5919"
"2021-04-01 00:00:00","c++","3951"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","627"
"2021-04-01 00:00:00","java","7945"
"2021-04-01 00:00:00","javascript","15880"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4328"
"2021-04-01 00:00:00","python","22739"
"2021-04-01 00:00:00","r","4803"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2115"
"2021-05-01 00:00:00","assembly","301"
"2021-05-01 00:00:00","c","2099"
"2021-05-01 00:00:00","c#","5765"
"2021-05-01 00:00:00","c++","4209"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","645"
"2021-05-01 00:00:00","java","7984"
"2021-05-01 00:00:00","javascript","15844"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4257"
"2021-05-01 00:00:00","python","22498"
"2021-05-01 00:00:00","r","4681"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1869"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1874"
"2021-06-01 00:00:00","c#","5641"
"2021-06-01 00:00:00","c++","3833"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","609"
"2021-06-01 00:00:00","java","7619"
"2021-06-01 00:00:00","javascript","15041"
"2021-06-01 00:00:00","perl","156"
"2021-06-01 00:00:00","php","4096"
"2021-06-01 00:00:00","python","20989"
"2021-06-01 00:00:00","r","4287"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1809"
"2021-07-01 00:00:00","assembly","183"
"2021-07-01 00:00:00","c","1632"
"2021-07-01 00:00:00","c#","5229"
"2021-07-01 00:00:00","c++","3524"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6977"
"2021-07-01 00:00:00","javascript","14790"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3899"
"2021-07-01 00:00:00","python","20670"
"2021-07-01 00:00:00","r","4052"
"2021-07-01 00:00:00","ruby","447"
"2021-07-01 00:00:00","swift","1978"
"2021-08-01 00:00:00","assembly","163"
"2021-08-01 00:00:00","c","1537"
"2021-08-01 00:00:00","c#","5129"
"2021-08-01 00:00:00","c++","3262"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","747"
"2021-08-01 00:00:00","java","6785"
"2021-08-01 00:00:00","javascript","14707"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3898"
"2021-08-01 00:00:00","python","19916"
"2021-08-01 00:00:00","r","4044"
"2021-08-01 00:00:00","ruby","448"
"2021-08-01 00:00:00","swift","1904"
"2021-09-01 00:00:00","assembly","198"
"2021-09-01 00:00:00","c","1779"
"2021-09-01 00:00:00","c#","5664"
"2021-09-01 00:00:00","c++","3873"
"2021-09-01 00:00:00","delphi","144"
"2021-09-01 00:00:00","go","654"
"2021-09-01 00:00:00","java","7638"
"2021-09-01 00:00:00","javascript","16386"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","4225"
"2021-09-01 00:00:00","python","21602"
"2021-09-01 00:00:00","r","4289"
"2021-09-01 00:00:00","ruby","503"
"2021-09-01 00:00:00","swift","1895"
"2021-10-01 00:00:00","assembly","212"
"2021-10-01 00:00:00","c","2181"
"2021-10-01 00:00:00","c#","5920"
"2021-10-01 00:00:00","c++","4017"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","753"
"2021-10-01 00:00:00","java","7669"
"2021-10-01 00:00:00","javascript","15902"
"2021-10-01 00:00:00","perl","130"
"2021-10-01 00:00:00","php","4170"
"2021-10-01 00:00:00","python","22615"
"2021-10-01 00:00:00","r","4704"
"2021-10-01 00:00:00","ruby","472"
"2021-10-01 00:00:00","swift","1807"
"2021-11-01 00:00:00","assembly","307"
"2021-11-01 00:00:00","c","2327"
"2021-11-01 00:00:00","c#","6344"
"2021-11-01 00:00:00","c++","4139"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","699"
"2021-11-01 00:00:00","java","8221"
"2021-11-01 00:00:00","javascript","15745"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","4084"
"2021-11-01 00:00:00","python","23243"
"2021-11-01 00:00:00","r","4592"
"2021-11-01 00:00:00","ruby","448"
"2021-11-01 00:00:00","swift","1749"
"2021-12-01 00:00:00","assembly","285"
"2021-12-01 00:00:00","c","2254"
"2021-12-01 00:00:00","c#","5672"
"2021-12-01 00:00:00","c++","3849"
"2021-12-01 00:00:00","delphi","162"
"2021-12-01 00:00:00","go","767"
"2021-12-01 00:00:00","java","7499"
"2021-12-01 00:00:00","javascript","15220"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3704"
"2021-12-01 00:00:00","python","21949"
"2021-12-01 00:00:00","r","3910"
"2021-12-01 00:00:00","ruby","432"
"2021-12-01 00:00:00","swift","1659"
"2022-01-01 00:00:00","assembly","241"
"2022-01-01 00:00:00","c","2055"
"2022-01-01 00:00:00","c#","5894"
"2022-01-01 00:00:00","c++","3867"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","790"
"2022-01-01 00:00:00","java","7661"
"2022-01-01 00:00:00","javascript","16204"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","3976"
"2022-01-01 00:00:00","python","22530"
"2022-01-01 00:00:00","r","4238"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1978"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1784"
"2022-02-01 00:00:00","c#","5817"
"2022-02-01 00:00:00","c++","3470"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7244"
"2022-02-01 00:00:00","javascript","15397"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3704"
"2022-02-01 00:00:00","python","22555"
"2022-02-01 00:00:00","r","4334"
"2022-02-01 00:00:00","ruby","455"
"2022-02-01 00:00:00","swift","1875"
"2022-03-01 00:00:00","assembly","250"
"2022-03-01 00:00:00","c","2097"
"2022-03-01 00:00:00","c#","6465"
"2022-03-01 00:00:00","c++","3832"
"2022-03-01 00:00:00","delphi","133"
"2022-03-01 00:00:00","go","828"
"2022-03-01 00:00:00","java","8078"
"2022-03-01 00:00:00","javascript","16291"
"2022-03-01 00:00:00","perl","105"
"2022-03-01 00:00:00","php","3749"
"2022-03-01 00:00:00","python","24521"
"2022-03-01 00:00:00","r","5080"
"2022-03-01 00:00:00","ruby","527"
"2022-03-01 00:00:00","swift","2064"
"2022-04-01 00:00:00","assembly","266"
"2022-04-01 00:00:00","c","1869"
"2022-04-01 00:00:00","c#","5931"
"2022-04-01 00:00:00","c++","3846"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","756"
"2022-04-01 00:00:00","java","7824"
"2022-04-01 00:00:00","javascript","15953"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3808"
"2022-04-01 00:00:00","python","23557"
"2022-04-01 00:00:00","r","4770"
"2022-04-01 00:00:00","ruby","492"
"2022-04-01 00:00:00","swift","1769"
"2022-05-01 00:00:00","assembly","287"
"2022-05-01 00:00:00","c","1915"
"2022-05-01 00:00:00","c#","6291"
"2022-05-01 00:00:00","c++","3890"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","677"
"2022-05-01 00:00:00","java","7861"
"2022-05-01 00:00:00","javascript","16084"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","4022"
"2022-05-01 00:00:00","python","23166"
"2022-05-01 00:00:00","r","4840"
"2022-05-01 00:00:00","ruby","502"
"2022-05-01 00:00:00","swift","1758"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1667"
"2022-06-01 00:00:00","c#","6119"
"2022-06-01 00:00:00","c++","3400"
"2022-06-01 00:00:00","delphi","125"
"2022-06-01 00:00:00","go","742"
"2022-06-01 00:00:00","java","7076"
"2022-06-01 00:00:00","javascript","15275"
"2022-06-01 00:00:00","perl","125"
"2022-06-01 00:00:00","php","3858"
"2022-06-01 00:00:00","python","22355"
"2022-06-01 00:00:00","r","4415"
"2022-06-01 00:00:00","ruby","482"
"2022-06-01 00:00:00","swift","1800"
"2022-07-01 00:00:00","assembly","213"
"2022-07-01 00:00:00","c","1513"
"2022-07-01 00:00:00","c#","6013"
"2022-07-01 00:00:00","c++","3304"
"2022-07-01 00:00:00","delphi","126"
"2022-07-01 00:00:00","go","753"
"2022-07-01 00:00:00","java","6672"
"2022-07-01 00:00:00","javascript","15359"
"2022-07-01 00:00:00","perl","131"
"2022-07-01 00:00:00","php","3828"
"2022-07-01 00:00:00","python","22708"
"2022-07-01 00:00:00","r","4216"
"2022-07-01 00:00:00","ruby","457"
"2022-07-01 00:00:00","swift","1781"
"2022-08-01 00:00:00","assembly","204"
"2022-08-01 00:00:00","c","1680"
"2022-08-01 00:00:00","c#","7001"
"2022-08-01 00:00:00","c++","3746"
"2022-08-01 00:00:00","delphi","147"
"2022-08-01 00:00:00","go","962"
"2022-08-01 00:00:00","java","7651"
"2022-08-01 00:00:00","javascript","17543"
"2022-08-01 00:00:00","perl","134"
"2022-08-01 00:00:00","php","4600"
"2022-08-01 00:00:00","python","24603"
"2022-08-01 00:00:00","r","4646"
"2022-08-01 00:00:00","ruby","499"
"2022-08-01 00:00:00","swift","1951"
